r,g,b,count,percent,hex_rgb
41,20,20,43,0.0112587845,#291414
41,19,19,43,0.0112587845,#291313
41,16,16,43,0.0112587845,#291010
41,15,15,43,0.0112587845,#290F0F
40,30,30,43,0.0112587845,#281E1E
40,27,27,43,0.0112587845,#281B1B
37,36,36,43,0.0112587845,#252424
36,28,28,43,0.0112587845,#241C1C
36,15,15,43,0.0112587845,#240F0F
36,11,11,43,0.0112587845,#240B0B
35,26,26,43,0.0112587845,#231A1A
34,26,26,43,0.0112587845,#221A1A
34,24,24,43,0.0112587845,#221818
31,3,3,43,0.0112587845,#1F0303
56,52,52,42,0.0109969523,#383434
51,2,2,42,0.0109969523,#330202
47,46,46,42,0.0109969523,#2F2E2E
46,8,8,42,0.0109969523,#2E0808
44,36,36,42,0.0109969523,#2C2424
41,32,32,42,0.0109969523,#292020
41,30,30,42,0.0109969523,#291E1E
41,22,22,42,0.0109969523,#291616
41,21,21,42,0.0109969523,#291515
41,18,18,42,0.0109969523,#291212
41,17,17,42,0.0109969523,#291111
41,11,11,42,0.0109969523,#290B0B
41,3,3,42,0.0109969523,#290303
41,1,1,42,0.0109969523,#290101
39,28,28,42,0.0109969523,#271C1C
39,25,25,42,0.0109969523,#271919
39,7,7,42,0.0109969523,#270707
36,22,22,42,0.0109969523,#241616
36,21,21,42,0.0109969523,#241515
36,18,18,42,0.0109969523,#241212
36,14,14,42,0.0109969523,#240E0E
36,7,7,42,0.0109969523,#240707
36,5,5,42,0.0109969523,#240505
36,2,2,42,0.0109969523,#240202
35,10,10,42,0.0109969523,#230A0A
31,25,25,42,0.0109969523,#1F1919
27,4,4,42,0.0109969523,#1B0404
14,0,0,42,0.0109969523,#0E0000
69,63,63,41,0.0107351201,#453F3F
69,48,48,41,0.0107351201,#453030
69,43,43,41,0.0107351201,#452B2B
69,37,37,41,0.0107351201,#452525
69,35,35,41,0.0107351201,#452323
69,29,29,41,0.0107351201,#451D1D
69,27,27,41,0.0107351201,#451B1B
69,11,11,41,0.0107351201,#450B0B
59,35,35,41,0.0107351201,#3B2323
46,45,45,41,0.0107351201,#2E2D2D
45,43,43,41,0.0107351201,#2D2B2B
44,2,2,41,0.0107351201,#2C0202
41,35,35,41,0.0107351201,#292323
41,4,4,41,0.0107351201,#290404
36,9,9,41,0.0107351201,#240909
36,1,1,41,0.0107351201,#240101
33,24,24,41,0.0107351201,#211818
31,26,26,41,0.0107351201,#1F1A1A
27,8,8,41,0.0107351201,#1B0808
26,6,6,41,0.0107351201,#1A0606
24,24,24,41,0.0107351201,#181818
21,21,21,41,0.0107351201,#151515
56,7,7,40,0.0104732879,#380707
50,4,4,40,0.0104732879,#320404
41,8,8,40,0.0104732879,#290808
41,6,6,40,0.0104732879,#290606
39,4,4,40,0.0104732879,#270404
37,26,26,40,0.0104732879,#251A1A
36,35,35,40,0.0104732879,#242323
36,29,29,40,0.0104732879,#241D1D
35,13,13,40,0.0104732879,#230D0D
34,9,9,40,0.0104732879,#220909
31,12,12,40,0.0104732879,#1F0C0C
27,22,22,40,0.0104732879,#1B1616
27,1,1,40,0.0104732879,#1B0101
26,9,9,40,0.0104732879,#1A0909
86,23,23,39,0.0102114557,#561717
69,61,61,39,0.0102114557,#453D3D
69,45,45,39,0.0102114557,#452D2D
50,11,11,39,0.0102114557,#320B0B
47,12,12,39,0.0102114557,#2F0C0C
47,4,4,39,0.0102114557,#2F0404
46,44,44,39,0.0102114557,#2E2C2C
46,4,4,39,0.0102114557,#2E0404
46,1,1,39,0.0102114557,#2E0101
44,42,42,39,0.0102114557,#2C2A2A
44,32,32,39,0.0102114557,#2C2020
44,27,27,39,0.0102114557,#2C1B1B
44,6,6,39,0.0102114557,#2C0606
44,4,4,39,0.0102114557,#2C0404
40,1,1,39,0.0102114557,#280101
39,24,24,39,0.0102114557,#271818
39,21,21,39,0.0102114557,#271515
39,18,18,39,0.0102114557,#271212
39,15,15,39,0.0102114557,#270F0F
39,12,12,39,0.0102114557,#270C0C
39,10,10,39,0.0102114557,#270A0A
38,21,21,39,0.0102114557,#261515
38,18,18,39,0.0102114557,#261212
38,1,1,39,0.0102114557,#260101
37,33,33,39,0.0102114557,#252121
36,25,25,39,0.0102114557,#241919
35,16,16,39,0.0102114557,#231010
33,4,4,39,0.0102114557,#210404
31,24,24,39,0.0102114557,#1F1818
31,23,23,39,0.0102114557,#1F1717
31,20,20,39,0.0102114557,#1F1414
31,15,15,39,0.0102114557,#1F0F0F
31,8,8,39,0.0102114557,#1F0808
31,2,2,39,0.0102114557,#1F0202
27,19,19,39,0.0102114557,#1B1313
78,64,64,38,0.0099496235,#4E4040
57,48,48,38,0.0099496235,#393030
56,5,5,38,0.0099496235,#380505
51,46,46,38,0.0099496235,#332E2E
51,34,34,38,0.0099496235,#332222
51,4,4,38,0.0099496235,#330404
47,34,34,38,0.0099496235,#2F2222
47,24,24,38,0.0099496235,#2F1818
47,1,1,38,0.0099496235,#2F0101
46,40,40,38,0.0099496235,#2E2828
46,39,39,38,0.0099496235,#2E2727
46,31,31,38,0.0099496235,#2E1F1F
46,11,11,38,0.0099496235,#2E0B0B
45,42,42,38,0.0099496235,#2D2A2A
45,39,39,38,0.0099496235,#2D2727
45,33,33,38,0.0099496235,#2D2121
45,26,26,38,0.0099496235,#2D1A1A
45,2,2,38,0.0099496235,#2D0202
44,40,40,38,0.0099496235,#2C2828
43,27,27,38,0.0099496235,#2B1B1B
43,22,22,38,0.0099496235,#2B1616
40,37,37,38,0.0099496235,#282525
40,34,34,38,0.0099496235,#282222
40,24,24,38,0.0099496235,#281818
39,35,35,38,0.0099496235,#272323
39,33,33,38,0.0099496235,#272121
38,34,34,38,0.0099496235,#262222
38,11,11,38,0.0099496235,#260B0B
37,10,10,38,0.0099496235,#250A0A
34,33,33,38,0.0099496235,#222121
34,2,2,38,0.0099496235,#220202
33,14,14,38,0.0099496235,#210E0E
31,29,29,38,0.0099496235,#1F1D1D
31,17,17,38,0.0099496235,#1F1111
31,11,11,38,0.0099496235,#1F0B0B
31,1,1,38,0.0099496235,#1F0101
16,16,16,38,0.0099496235,#101010
236,224,224,37,0.0096877913,#ECE0E0
230,227,227,37,0.0096877913,#E6E3E3
68,36,36,37,0.0096877913,#442424
68,23,23,37,0.0096877913,#441717
68,15,15,37,0.0096877913,#440F0F
55,32,32,37,0.0096877913,#372020
52,4,4,37,0.0096877913,#340404
51,48,48,37,0.0096877913,#333030
51,26,26,37,0.0096877913,#331A1A
51,5,5,37,0.0096877913,#330505
50,44,44,37,0.0096877913,#322C2C
50,33,33,37,0.0096877913,#322121
50,31,31,37,0.0096877913,#321F1F
50,22,22,37,0.0096877913,#321616
47,36,36,37,0.0096877913,#2F2424
47,31,31,37,0.0096877913,#2F1F1F
47,26,26,37,0.0096877913,#2F1A1A
47,16,16,37,0.0096877913,#2F1010
47,14,14,37,0.0096877913,#2F0E0E
46,42,42,37,0.0096877913,#2E2A2A
46,29,29,37,0.0096877913,#2E1D1D
46,26,26,37,0.0096877913,#2E1A1A
45,44,44,37,0.0096877913,#2D2C2C
45,40,40,37,0.0096877913,#2D2828
45,34,34,37,0.0096877913,#2D2222
45,29,29,37,0.0096877913,#2D1D1D
45,17,17,37,0.0096877913,#2D1111
45,13,13,37,0.0096877913,#2D0D0D
45,11,11,37,0.0096877913,#2D0B0B
45,10,10,37,0.0096877913,#2D0A0A
45,7,7,37,0.0096877913,#2D0707
43,10,10,37,0.0096877913,#2B0A0A
43,2,2,37,0.0096877913,#2B0202
41,39,39,37,0.0096877913,#292727
40,9,9,37,0.0096877913,#280909
39,8,8,37,0.0096877913,#270808
39,5,5,37,0.0096877913,#270505
39,1,1,37,0.0096877913,#270101
38,16,16,37,0.0096877913,#261010
38,7,7,37,0.0096877913,#260707
38,4,4,37,0.0096877913,#260404
38,3,3,37,0.0096877913,#260303
36,24,24,37,0.0096877913,#241818
35,11,11,37,0.0096877913,#230B0B
34,22,22,37,0.0096877913,#221616
34,20,20,37,0.0096877913,#221414
34,11,11,37,0.0096877913,#220B0B
33,19,19,37,0.0096877913,#211313
31,30,30,37,0.0096877913,#1F1E1E
31,14,14,37,0.0096877913,#1F0E0E
31,9,9,37,0.0096877913,#1F0909
15,0,0,37,0.0096877913,#0F0000
12,0,0,37,0.0096877913,#0C0000
86,38,38,36,0.0094259591,#562626
83,68,68,36,0.0094259591,#534444
83,40,40,36,0.0094259591,#532828
83,28,28,36,0.0094259591,#531C1C
78,51,51,36,0.0094259591,#4E3333
78,33,33,36,0.0094259591,#4E2121
73,47,47,36,0.0094259591,#492F2F
73,43,43,36,0.0094259591,#492B2B
73,40,40,36,0.0094259591,#492828
73,33,33,36,0.0094259591,#492121
73,31,31,36,0.0094259591,#491F1F
73,26,26,36,0.0094259591,#491A1A
73,19,19,36,0.0094259591,#491313
69,67,67,36,0.0094259591,#454343
68,46,46,36,0.0094259591,#442E2E
68,33,33,36,0.0094259591,#442121
68,10,10,36,0.0094259591,#440A0A
67,35,35,36,0.0094259591,#432323
63,52,52,36,0.0094259591,#3F3434
62,60,60,36,0.0094259591,#3E3C3C
59,57,57,36,0.0094259591,#3B3939
59,53,53,36,0.0094259591,#3B3535
59,26,26,36,0.0094259591,#3B1A1A
59,21,21,36,0.0094259591,#3B1515
59,14,14,36,0.0094259591,#3B0E0E
59,3,3,36,0.0094259591,#3B0303
57,41,41,36,0.0094259591,#392929
57,34,34,36,0.0094259591,#392222
56,54,54,36,0.0094259591,#383636
56,49,49,36,0.0094259591,#383131
56,45,45,36,0.0094259591,#382D2D
56,38,38,36,0.0094259591,#382626
56,36,36,36,0.0094259591,#382424
56,35,35,36,0.0094259591,#382323
56,32,32,36,0.0094259591,#382020
56,29,29,36,0.0094259591,#381D1D
56,28,28,36,0.0094259591,#381C1C
56,27,27,36,0.0094259591,#381B1B
56,26,26,36,0.0094259591,#381A1A
56,25,25,36,0.0094259591,#381919
56,23,23,36,0.0094259591,#381717
56,21,21,36,0.0094259591,#381515
56,20,20,36,0.0094259591,#381414
56,19,19,36,0.0094259591,#381313
56,15,15,36,0.0094259591,#380F0F
56,14,14,36,0.0094259591,#380E0E
56,13,13,36,0.0094259591,#380D0D
56,12,12,36,0.0094259591,#380C0C
56,4,4,36,0.0094259591,#380404
56,2,2,36,0.0094259591,#380202
55,53,53,36,0.0094259591,#373535
55,39,39,36,0.0094259591,#372727
51,50,50,36,0.0094259591,#333232
51,49,49,36,0.0094259591,#333131
51,47,47,36,0.0094259591,#332F2F
51,44,44,36,0.0094259591,#332C2C
51,43,43,36,0.0094259591,#332B2B
51,39,39,36,0.0094259591,#332727
51,38,38,36,0.0094259591,#332626
51,37,37,36,0.0094259591,#332525
51,36,36,36,0.0094259591,#332424
51,35,35,36,0.0094259591,#332323
51,33,33,36,0.0094259591,#332121
51,32,32,36,0.0094259591,#332020
51,31,31,36,0.0094259591,#331F1F
51,30,30,36,0.0094259591,#331E1E
51,29,29,36,0.0094259591,#331D1D
51,28,28,36,0.0094259591,#331C1C
51,25,25,36,0.0094259591,#331919
51,24,24,36,0.0094259591,#331818
51,23,23,36,0.0094259591,#331717
51,22,22,36,0.0094259591,#331616
51,21,21,36,0.0094259591,#331515
51,20,20,36,0.0094259591,#331414
51,19,19,36,0.0094259591,#331313
51,18,18,36,0.0094259591,#331212
51,17,17,36,0.0094259591,#331111
51,15,15,36,0.0094259591,#330F0F
51,14,14,36,0.0094259591,#330E0E
51,13,13,36,0.0094259591,#330D0D
51,12,12,36,0.0094259591,#330C0C
51,11,11,36,0.0094259591,#330B0B
51,10,10,36,0.0094259591,#330A0A
51,9,9,36,0.0094259591,#330909
51,8,8,36,0.0094259591,#330808
51,7,7,36,0.0094259591,#330707
51,6,6,36,0.0094259591,#330606
51,3,3,36,0.0094259591,#330303
50,45,45,36,0.0094259591,#322D2D
50,25,25,36,0.0094259591,#321919
50,10,10,36,0.0094259591,#320A0A
48,32,32,36,0.0094259591,#302020
47,44,44,36,0.0094259591,#2F2C2C
47,32,32,36,0.0094259591,#2F2020
47,11,11,36,0.0094259591,#2F0B0B
47,6,6,36,0.0094259591,#2F0606
46,37,37,36,0.0094259591,#2E2525
46,34,34,36,0.0094259591,#2E2222
46,32,32,36,0.0094259591,#2E2020
46,24,24,36,0.0094259591,#2E1818
46,23,23,36,0.0094259591,#2E1717
46,20,20,36,0.0094259591,#2E1414
46,18,18,36,0.0094259591,#2E1212
46,16,16,36,0.0094259591,#2E1010
46,13,13,36,0.0094259591,#2E0D0D
46,9,9,36,0.0094259591,#2E0909
46,7,7,36,0.0094259591,#2E0707
46,2,2,36,0.0094259591,#2E0202
45,36,36,36,0.0094259591,#2D2424
45,31,31,36,0.0094259591,#2D1F1F
45,27,27,36,0.0094259591,#2D1B1B
45,24,24,36,0.0094259591,#2D1818
45,23,23,36,0.0094259591,#2D1717
45,21,21,36,0.0094259591,#2D1515
45,20,20,36,0.0094259591,#2D1414
45,15,15,36,0.0094259591,#2D0F0F
45,8,8,36,0.0094259591,#2D0808
45,5,5,36,0.0094259591,#2D0505
44,17,17,36,0.0094259591,#2C1111
40,21,21,36,0.0094259591,#281515
40,16,16,36,0.0094259591,#281010
40,14,14,36,0.0094259591,#280E0E
40,11,11,36,0.0094259591,#280B0B
39,38,38,36,0.0094259591,#272626
39,32,32,36,0.0094259591,#272020
39,2,2,36,0.0094259591,#270202
38,31,31,36,0.0094259591,#261F1F
38,27,27,36,0.0094259591,#261B1B
33,22,22,36,0.0094259591,#211616
33,12,12,36,0.0094259591,#210C0C
33,9,9,36,0.0094259591,#210909
31,27,27,36,0.0094259591,#1F1B1B
31,21,21,36,0.0094259591,#1F1515
31,18,18,36,0.0094259591,#1F1212
31,7,7,36,0.0094259591,#1F0707
31,5,5,36,0.0094259591,#1F0505
95,64,64,35,0.0091641269,#5F4040
78,31,31,35,0.0091641269,#4E1F1F
73,64,64,35,0.0091641269,#494040
73,29,29,35,0.0091641269,#491D1D
73,17,17,35,0.0091641269,#491111
73,15,15,35,0.0091641269,#490F0F
73,5,5,35,0.0091641269,#490505
68,65,65,35,0.0091641269,#444141
68,59,59,35,0.0091641269,#443B3B
68,57,57,35,0.0091641269,#443939
67,64,64,35,0.0091641269,#434040
67,45,45,35,0.0091641269,#432D2D
67,32,32,35,0.0091641269,#432020
67,28,28,35,0.0091641269,#431C1C
67,25,25,35,0.0091641269,#431919
67,19,19,35,0.0091641269,#431313
67,14,14,35,0.0091641269,#430E0E
67,12,12,35,0.0091641269,#430C0C
59,30,30,35,0.0091641269,#3B1E1E
59,6,6,35,0.0091641269,#3B0606
57,46,46,35,0.0091641269,#392E2E
57,32,32,35,0.0091641269,#392020
57,26,26,35,0.0091641269,#391A1A
57,21,21,35,0.0091641269,#391515
57,4,4,35,0.0091641269,#390404
56,51,51,35,0.0091641269,#383333
56,18,18,35,0.0091641269,#381212
56,11,11,35,0.0091641269,#380B0B
56,8,8,35,0.0091641269,#380808
55,10,10,35,0.0091641269,#370A0A
51,45,45,35,0.0091641269,#332D2D
51,41,41,35,0.0091641269,#332929
48,4,4,35,0.0091641269,#300404
44,28,28,35,0.0091641269,#2C1C1C
44,23,23,35,0.0091641269,#2C1717
44,21,21,35,0.0091641269,#2C1515
44,18,18,35,0.0091641269,#2C1212
44,10,10,35,0.0091641269,#2C0A0A
43,36,36,35,0.0091641269,#2B2424
42,7,7,35,0.0091641269,#2A0707
39,37,37,35,0.0091641269,#272525
39,34,34,35,0.0091641269,#272222
39,26,26,35,0.0091641269,#271A1A
39,22,22,35,0.0091641269,#271616
39,19,19,35,0.0091641269,#271313
39,16,16,35,0.0091641269,#271010
39,13,13,35,0.0091641269,#270D0D
39,3,3,35,0.0091641269,#270303
38,28,28,35,0.0091641269,#261C1C
38,8,8,35,0.0091641269,#260808
38,5,5,35,0.0091641269,#260505
36,31,31,35,0.0091641269,#241F1F
36,3,3,35,0.0091641269,#240303
33,29,29,35,0.0091641269,#211D1D
33,17,17,35,0.0091641269,#211111
33,7,7,35,0.0091641269,#210707
96,46,46,34,0.0089022947,#602E2E
95,54,54,34,0.0089022947,#5F3636
94,51,51,34,0.0089022947,#5E3333
89,33,33,34,0.0089022947,#592121
83,55,55,34,0.0089022947,#533737
83,47,47,34,0.0089022947,#532F2F
78,49,49,34,0.0089022947,#4E3131
73,57,57,34,0.0089022947,#493939
73,54,54,34,0.0089022947,#493636
73,12,12,34,0.0089022947,#490C0C
73,9,9,34,0.0089022947,#490909
69,32,32,34,0.0089022947,#452020
69,23,23,34,0.0089022947,#451717
69,19,19,34,0.0089022947,#451313
69,15,15,34,0.0089022947,#450F0F
69,13,13,34,0.0089022947,#450D0D
67,62,62,34,0.0089022947,#433E3E
67,52,52,34,0.0089022947,#433434
67,42,42,34,0.0089022947,#432A2A
67,39,39,34,0.0089022947,#432727
67,15,15,34,0.0089022947,#430F0F
67,5,5,34,0.0089022947,#430505
64,40,40,34,0.0089022947,#402828
64,35,35,34,0.0089022947,#402323
64,25,25,34,0.0089022947,#401919
64,5,5,34,0.0089022947,#400505
62,50,50,34,0.0089022947,#3E3232
62,5,5,34,0.0089022947,#3E0505
59,50,50,34,0.0089022947,#3B3232
59,48,48,34,0.0089022947,#3B3030
57,55,55,34,0.0089022947,#393737
57,43,43,34,0.0089022947,#392B2B
57,37,37,34,0.0089022947,#392525
57,30,30,34,0.0089022947,#391E1E
57,23,23,34,0.0089022947,#391717
57,19,19,34,0.0089022947,#391313
57,14,14,34,0.0089022947,#390E0E
57,12,12,34,0.0089022947,#390C0C
57,8,8,34,0.0089022947,#390808
57,24,24,34,0.0089022947,#391818
57,15,15,34,0.0089022947,#390F0F
57,13,13,34,0.0089022947,#390D0D
57,6,6,34,0.0089022947,#390606
57,2,2,34,0.0089022947,#390202
56,43,43,34,0.0089022947,#382B2B
56,42,42,34,0.0089022947,#382A2A
52,51,51,34,0.0089022947,#343333
44,39,39,34,0.0089022947,#2C2727
44,33,33,34,0.0089022947,#2C2121
44,30,30,34,0.0089022947,#2C1E1E
44,25,25,34,0.0089022947,#2C1919
44,19,19,34,0.0089022947,#2C1313
44,15,15,34,0.0089022947,#2C0F0F
44,13,13,34,0.0089022947,#2C0D0D
43,40,40,34,0.0089022947,#2B2828
43,18,18,34,0.0089022947,#2B1212
43,13,13,34,0.0089022947,#2B0D0D
42,2,2,34,0.0089022947,#2A0202
41,27,27,34,0.0089022947,#291B1B
41,12,12,34,0.0089022947,#290C0C
39,36,36,34,0.0089022947,#272424
39,23,23,34,0.0089022947,#271717
39,20,20,34,0.0089022947,#271414
39,17,17,34,0.0089022947,#271111
39,14,14,34,0.0089022947,#270E0E
39,11,11,34,0.0089022947,#270B0B
38,32,32,34,0.0089022947,#262020
38,13,13,34,0.0089022947,#260D0D
36,27,27,34,0.0089022947,#241B1B
36,17,17,34,0.0089022947,#241111
33,27,27,34,0.0089022947,#211B1B
33,2,2,34,0.0089022947,#210202
234,224,224,33,0.0086404625,#EAE0E0
232,226,226,33,0.0086404625,#E8E2E2
96,83,83,33,0.0086404625,#605353
95,42,42,33,0.0086404625,#5F2A2A
89,56,56,33,0.0086404625,#593838
86,51,51,33,0.0086404625,#563333
86,41,41,33,0.0086404625,#562929
86,32,32,33,0.0086404625,#562020
86,14,14,33,0.0086404625,#560E0E
84,69,69,33,0.0086404625,#544545
84,28,28,33,0.0086404625,#541C1C
83,31,31,33,0.0086404625,#531F1F
83,17,17,33,0.0086404625,#531111
83,12,12,33,0.0086404625,#530C0C
78,16,16,33,0.0086404625,#4E1010
78,13,13,33,0.0086404625,#4E0D0D
73,71,71,33,0.0086404625,#494747
73,68,68,33,0.0086404625,#494444
69,54,54,33,0.0086404625,#453636
69,41,41,33,0.0086404625,#452929
69,39,39,33,0.0086404625,#452727
69,33,33,33,0.0086404625,#452121
69,17,17,33,0.0086404625,#451111
69,7,7,33,0.0086404625,#450707
69,5,5,33,0.0086404625,#450505
69,3,3,33,0.0086404625,#450303
68,4,4,33,0.0086404625,#440404
68,2,2,33,0.0086404625,#440202
67,41,41,33,0.0086404625,#432929
67,37,37,33,0.0086404625,#432525
67,10,10,33,0.0086404625,#430A0A
67,8,8,33,0.0086404625,#430808
64,20,20,33,0.0086404625,#401414
63,5,5,33,0.0086404625,#3F0505
62,57,57,33,0.0086404625,#3E3939
62,55,55,33,0.0086404625,#3E3737
62,45,45,33,0.0086404625,#3E2D2D
62,43,43,33,0.0086404625,#3E2B2B
62,39,39,33,0.0086404625,#3E2727
62,36,36,33,0.0086404625,#3E2424
62,34,34,33,0.0086404625,#3E2222
62,32,32,33,0.0086404625,#3E2020
62,30,30,33,0.0086404625,#3E1E1E
62,27,27,33,0.0086404625,#3E1B1B
62,26,26,33,0.0086404625,#3E1A1A
62,23,23,33,0.0086404625,#3E1717
62,20,20,33,0.0086404625,#3E1414
62,14,14,33,0.0086404625,#3E0E0E
62,13,13,33,0.0086404625,#3E0D0D
62,7,7,33,0.0086404625,#3E0707
59,41,41,33,0.0086404625,#3B2929
59,10,10,33,0.0086404625,#3B0A0A
57,54,54,33,0.0086404625,#393636
57,38,38,33,0.0086404625,#392626
57,36,36,33,0.0086404625,#392424
57,25,25,33,0.0086404625,#391919
57,9,9,33,0.0086404625,#390909
57,3,3,33,0.0086404625,#390303
57,53,53,33,0.0086404625,#393535
57,31,31,33,0.0086404625,#391F1F
57,20,20,33,0.0086404625,#391414
57,17,17,33,0.0086404625,#391111
50,5,5,33,0.0086404625,#320505
49,33,33,33,0.0086404625,#312121
48,24,24,33,0.0086404625,#301818
43,38,38,33,0.0086404625,#2B2626
43,31,31,33,0.0086404625,#2B1F1F
43,7,7,33,0.0086404625,#2B0707
43,5,5,33,0.0086404625,#2B0505
42,39,39,33,0.0086404625,#2A2727
42,37,37,33,0.0086404625,#2A2525
42,22,22,33,0.0086404625,#2A1616
42,18,18,33,0.0086404625,#2A1212
39,31,31,33,0.0086404625,#271F1F
38,15,15,33,0.0086404625,#260F0F
38,12,12,33,0.0086404625,#260C0C
36,34,34,33,0.0086404625,#242222
36,32,32,33,0.0086404625,#242020
36,23,23,33,0.0086404625,#241717
36,20,20,33,0.0086404625,#241414
36,16,16,33,0.0086404625,#241010
33,26,26,33,0.0086404625,#211A1A
18,0,0,33,0.0086404625,#120000
11,0,0,33,0.0086404625,#0B0000
237,224,224,32,0.0083786303,#EDE0E0
100,25,25,32,0.0083786303,#641919
95,56,56,32,0.0083786303,#5F3838
95,34,34,32,0.0083786303,#5F2222
95,32,32,32,0.0083786303,#5F2020
89,86,86,32,0.0083786303,#595656
89,9,9,32,0.0083786303,#590909
86,54,54,32,0.0083786303,#563636
86,36,36,32,0.0083786303,#562424
86,5,5,32,0.0083786303,#560505
84,44,44,32,0.0083786303,#542C2C
83,79,79,32,0.0083786303,#534F4F
83,63,63,32,0.0083786303,#533F3F
78,74,74,32,0.0083786303,#4E4A4A
78,66,66,32,0.0083786303,#4E4242
73,62,62,32,0.0083786303,#493E3E
73,3,3,32,0.0083786303,#490303
69,59,59,32,0.0083786303,#453B3B
69,57,57,32,0.0083786303,#453939
69,53,53,32,0.0083786303,#453535
69,51,51,32,0.0083786303,#453333
69,20,20,32,0.0083786303,#451414
67,55,55,32,0.0083786303,#433737
67,50,50,32,0.0083786303,#433232
67,46,46,32,0.0083786303,#432E2E
64,53,53,32,0.0083786303,#403535
64,50,50,32,0.0083786303,#403232
64,27,27,32,0.0083786303,#401B1B
64,22,22,32,0.0083786303,#401616
64,16,16,32,0.0083786303,#401010
62,51,51,32,0.0083786303,#3E3333
62,42,42,32,0.0083786303,#3E2A2A
62,18,18,32,0.0083786303,#3E1212
62,17,17,32,0.0083786303,#3E1111
62,11,11,32,0.0083786303,#3E0B0B
62,2,2,32,0.0083786303,#3E0202
61,59,59,32,0.0083786303,#3D3B3B
61,5,5,32,0.0083786303,#3D0505
59,55,55,32,0.0083786303,#3B3737
59,17,17,32,0.0083786303,#3B1111
59,5,5,32,0.0083786303,#3B0505
58,16,16,32,0.0083786303,#3A1010
57,27,27,32,0.0083786303,#391B1B
57,51,51,32,0.0083786303,#393333
57,47,47,32,0.0083786303,#392F2F
57,42,42,32,0.0083786303,#392A2A
57,35,35,32,0.0083786303,#392323
55,48,48,32,0.0083786303,#373030
55,5,5,32,0.0083786303,#370505
54,34,34,32,0.0083786303,#362222
53,26,26,32,0.0083786303,#351A1A
52,41,41,32,0.0083786303,#342929
50,26,26,32,0.0083786303,#321A1A
49,42,42,32,0.0083786303,#312A2A
49,30,30,32,0.0083786303,#311E1E
49,18,18,32,0.0083786303,#311212
48,17,17,32,0.0083786303,#301111
47,42,42,32,0.0083786303,#2F2A2A
47,37,37,32,0.0083786303,#2F2525
47,29,29,32,0.0083786303,#2F1D1D
47,5,5,32,0.0083786303,#2F0505
44,12,12,32,0.0083786303,#2C0C0C
44,11,11,32,0.0083786303,#2C0B0B
44,7,7,32,0.0083786303,#2C0707
43,32,32,32,0.0083786303,#2B2020
42,13,13,32,0.0083786303,#2A0D0D
42,10,10,32,0.0083786303,#2A0A0A
39,9,9,32,0.0083786303,#270909
38,36,36,32,0.0083786303,#262424
38,35,35,32,0.0083786303,#262323
38,29,29,32,0.0083786303,#261D1D
36,13,13,32,0.0083786303,#240D0D
36,10,10,32,0.0083786303,#240A0A
33,31,31,32,0.0083786303,#211F1F
33,30,30,32,0.0083786303,#211E1E
233,225,225,31,0.0081167981,#E9E1E1
100,31,31,31,0.0081167981,#641F1F
100,4,4,31,0.0081167981,#640404
95,86,86,31,0.0081167981,#5F5656
95,66,66,31,0.0081167981,#5F4242
95,44,44,31,0.0081167981,#5F2C2C
95,12,12,31,0.0081167981,#5F0C0C
91,40,40,31,0.0081167981,#5B2828
89,3,3,31,0.0081167981,#590303
86,64,64,31,0.0081167981,#564040
86,56,56,31,0.0081167981,#563838
86,19,19,31,0.0081167981,#561313
84,74,74,31,0.0081167981,#544A4A
84,19,19,31,0.0081167981,#541313
72,68,68,31,0.0081167981,#484444
68,62,62,31,0.0081167981,#443E3E
63,39,39,31,0.0081167981,#3F2727
63,36,36,31,0.0081167981,#3F2424
63,34,34,31,0.0081167981,#3F2222
63,24,24,31,0.0081167981,#3F1818
63,22,22,31,0.0081167981,#3F1616
63,14,14,31,0.0081167981,#3F0E0E
62,52,52,31,0.0081167981,#3E3434
62,38,38,31,0.0081167981,#3E2626
62,10,10,31,0.0081167981,#3E0A0A
62,8,8,31,0.0081167981,#3E0808
61,56,56,31,0.0081167981,#3D3838
59,49,49,31,0.0081167981,#3B3131
59,43,43,31,0.0081167981,#3B2B2B
59,16,16,31,0.0081167981,#3B1010
56,6,6,31,0.0081167981,#380606
55,50,50,31,0.0081167981,#373232
55,45,45,31,0.0081167981,#372D2D
55,40,40,31,0.0081167981,#372828
52,2,2,31,0.0081167981,#340202
50,48,48,31,0.0081167981,#323030
50,41,41,31,0.0081167981,#322929
50,40,40,31,0.0081167981,#322828
49,46,46,31,0.0081167981,#312E2E
48,43,43,31,0.0081167981,#302B2B
48,39,39,31,0.0081167981,#302727
47,15,15,31,0.0081167981,#2F0F0F
47,8,8,31,0.0081167981,#2F0808
47,3,3,31,0.0081167981,#2F0303
44,22,22,31,0.0081167981,#2C1616
42,35,35,31,0.0081167981,#2A2323
42,34,34,31,0.0081167981,#2A2222
39,27,27,31,0.0081167981,#271B1B
38,26,26,31,0.0081167981,#261A1A
38,9,9,31,0.0081167981,#260909
33,32,32,31,0.0081167981,#212020
33,20,20,31,0.0081167981,#211414
33,10,10,31,0.0081167981,#210A0A
33,1,1,31,0.0081167981,#210101
235,224,224,30,0.0078549659,#EBE0E0
100,78,78,30,0.0078549659,#644E4E
100,29,29,30,0.0078549659,#641D1D
100,27,27,30,0.0078549659,#641B1B
96,5,5,30,0.0078549659,#600505
